"","x"
"283",159.256667743832
"284",158.903838007901
"285",159.009095308916
"286",159.221051301573
"287",158.337220125699
"288",159.32119644889
"289",158.815418484956
"290",158.321536171542
"291",159.208752814331
"292",158.902623002459
"293",159.153452658229
"294",159.399175257312
"295",159.378419669394
"296",159.197558988993
"297",159.255279524197
"298",159.373176996106
"299",158.77109198317
"300",158.827396114008
"301",159.50479284473
"302",159.324965060536
"303",159.054577647829
"304",158.631258251739
"305",159.244050915995
"306",159.370713719236
"307",159.130736030045
"308",159.170514045006
"309",159.436407216612
"310",159.3156789764
"311",159.693632876036
"312",159.001459196249
"313",159.165650815239
"314",159.37061327658
"315",158.314089516482
"316",159.428219715575
"317",159.301939642977
"318",159.203086027601
"319",159.129610529865
"320",159.423777915553
"321",159.941455342112
"322",159.550253815134
"323",159.601873353791
"324",158.900220312193
"325",158.840070220326
"326",159.268354188359
"327",158.653235369836
"328",159.359196486181
"329",159.159222318923
"330",158.892192360297
"331",158.816271303539
"332",158.719495786696
"333",159.084377435542
"334",159.166301180037
"335",158.692237561946
"336",158.902405479111
"337",159.27148316008
"338",159.181994742707
"339",159.650091729829
"340",159.331184895796
"341",159.048852682486
"342",159.265111156385
"343",158.52796901179
"344",159.302899061656
"345",158.874016133414
"346",159.166090318126
"347",158.927642460685
"348",159.28608112746
"349",159.392058264125
"350",159.320804976491
"351",159.67331139251
"352",159.479349834853
"353",159.799909989731
"354",158.82555332622
"355",159.522020444967
"356",158.744963549139
"357",159.232084726285
"358",158.954366752137
"359",159.263457158322
"360",159.661117280234
"361",159.674469561993
"362",159.752321192681
"363",158.73826695326
"364",159.086613427476
"365",159.194376554816
"366",158.509340520404
"367",159.034213498805
"368",158.763293560288
"369",158.664271054704
"370",159.055729389977
"371",159.003128571401
"372",159.760897742283
"373",159.210800390466
"374",158.891705430164
"375",159.085819532322
"376",158.862554028513
"377",158.840205082448
"378",159.105908281605
"379",158.634923714209
"380",158.947631107842
"381",158.378208150136
"382",159.203967764595
"383",158.750996420101
"384",159.526002832846
"385",158.776611614266
"386",159.01464361097
"387",158.931413943941
"388",159.306096341835
"389",159.463287661791
"390",159.114235864182
"391",159.164871534097
"392",158.414876458587
"393",159.016482628344
"394",158.523720007494
"395",158.599139780044
"396",159.651555974343
"397",158.769228662661
"398",159.531727033631
"399",158.642155125979
"400",158.752869840706
"401",158.758760768921
"402",159.567832248859
"403",159.38961158961
"404",159.084799598676
"405",159.644738244943
"406",159.405316012467
"407",158.903249456331
"408",158.9427237224
"409",159.528605300832
"410",159.282395650838
"411",159.576573735404
"412",158.908120821799
"413",158.913537468931
"414",159.040551426512
"415",159.225399222672
"416",159.244934705577
"417",159.041041322282
"418",159.46764547581
"419",158.372533876351
"420",159.307983015985
"421",159.404422792739
"422",159.571805056875
"423",159.203088399843
"424",159.286654437737
"425",158.823814384531
"426",159.067087646004
"427",159.283704211334
"428",159.283278076706
"429",159.286578841921
"430",159.04080666537
"431",158.3840972297
"432",158.952739616172
"433",158.811512307329
"434",158.254370813329
"435",159.21359625394
"436",158.845930807854
"437",159.330517593565
"438",159.488352771333
"439",158.919742553771
"440",159.321024601931
"441",158.932701611118
"442",159.286064002637
"443",159.490736988877
"444",159.767920991305
"445",159.378505179076
"446",159.365751362066
"447",158.841454308536
"448",158.6787651424
"449",158.83105608424
"450",158.920675681175
"451",158.904350180971
"452",158.852175426743
"453",159.116824833443
"454",158.767942318474
"455",159.325416202798
"456",159.555158128005
"457",159.428143963749
"458",159.04320489996
"459",158.601311367454
"460",159.248941774468
"461",159.104211022253
"462",158.946114119514
"463",158.999918523259
"464",159.114810922681
"465",159.00669039188
"466",159.192709377006
"467",158.501311965832
"468",159.155252879698
"469",159.004860036294
"470",159.523387510663
"471",159.451531820501
"472",159.436996397622
"473",158.803303160849
"474",159.150813354289
"475",159.755221110589
"476",158.932146045475
"477",159.840160154401
"478",158.654469348642
"479",158.769409250377
"480",158.748016936361
"481",159.004707485708
"482",158.453199790914
"483",159.636867965252
"484",158.643733756275
"485",158.860811976531
"486",158.907564863229
"487",159.001128134574
"488",158.88318640195
"489",159.262335985931
"490",159.629679824479
"491",158.906975174894
"492",159.011046248954
"493",159.590640642302
"494",159.196005954961
"495",158.940511440096
"496",159.235555471646
"497",159.423866715291
"498",160.223597204226
"499",158.911340476189
"500",158.824428863298
"501",159.454474399881
"502",158.70962901044
"503",158.862737584073
"504",159.183639840841
"505",159.55561919214
"506",158.885903657472
"507",159.117240414452
"508",158.973521870033
"509",159.150666267044
"510",159.417667001995
"511",158.811479845133
"512",159.495144919568
"513",158.924793524503
"514",158.673720289996
"515",159.431540040752
"516",159.1248118184
"517",159.402252326524
"518",159.414738558986
"519",159.104570372871
"520",159.376137964142
"521",159.196690304825
"522",159.062251872587
"523",158.996279341721
"524",159.11241149185
"525",159.214082120792
"526",159.149858527948
"527",159.055590301291
"528",159.172212457779
"529",158.871032866289
"530",159.438622053162
"531",159.786047810652
"532",158.917017558494
"533",159.197258846194
"534",159.430126603334
"535",159.586925678128
"536",159.382713523361
"537",159.035871308754
"538",159.470308797002
"539",159.268137766007
"540",159.3321486394
"541",159.133199242509
"542",158.82220991136
"543",158.776019850304
"544",159.715605869727
"545",158.72598497675
"546",158.23141767675
"547",158.652115825532
"548",159.266407707566
"549",159.377810168003
"550",158.796965370344
"551",159.497760248001
"552",159.392834470947
"553",159.457971117328
"554",159.200283976386
"555",159.278693255259
"556",159.432306245416
"557",159.036027013846
"558",159.118752788252
"559",158.324953436786
"560",159.313647107573
"561",159.004949132142
"562",159.194774600679
"563",159.08390269691
"564",158.637770547324
"565",159.090439044861
"566",159.082519610548
"567",159.615479262914
"568",159.285984080712
"569",159.651558441885
"570",159.592850176757
"571",158.982457952898
"572",159.214033954935
"573",159.118346631388
"574",159.660813856049
"575",158.443170311431
"576",159.259415065273
"577",159.843273059818
"578",159.607112007682
"579",159.217784993034
"580",159.486501608873
"581",159.120042336208
"582",158.910796092274
"583",159.252080999978
"584",159.032181136055
"585",158.855489491169
"586",158.986785802249
"587",158.493524732512
"588",158.884086647051
"589",159.276422707437
"590",159.266734777897
"591",159.241185747079
"592",159.011583463471
"593",159.183585979012
"594",158.930357226092
"595",159.176995506592
"596",158.987022815718
"597",158.835265135274
"598",159.126609835813
"599",159.502013360688
"600",158.691035770375
"601",158.813200429316
"602",158.859438847297
"603",159.756282642902
"604",158.929408038684
"605",158.776574924026
"606",159.149831291809
"607",159.515510935358
"608",158.962391030898
"609",159.476855112972
"610",159.526599232133
"611",158.908452153109
"612",159.515095753576
"613",158.821046168581
"614",158.916528582012
"615",158.980457689229
"616",158.843494455976
"617",158.914289417977
"618",159.568205569235
"619",159.329797766655
"620",159.167137777227
"621",158.736069360343
"622",159.094911905057
"623",159.052498141193
"624",159.029667020441
"625",158.537367254709
"626",158.824668481098
"627",159.210776978739
"628",158.817820977634
"629",159.716628384074
"630",159.070198351951
"631",158.58483907011
"632",158.520534511464
"633",159.297624570194
"634",159.289433324072
"635",158.873283211946
"636",159.441178835196
"637",158.766817908683
"638",159.544643740912
"639",158.434296506481
"640",159.807056345412
"641",158.217487486747
"642",159.661126150529
"643",159.290188699916
"644",158.875643510421
"645",158.841296210018
"646",159.537932830414
"647",159.364319306426
"648",159.175583650871
"649",159.050992180984
"650",159.033803668085
"651",159.290275244656
"652",159.146737102881
"653",159.53972352806
"654",158.975629506365
"655",159.062368528021
"656",159.359374984714
"657",159.367664005951
"658",159.522067848348
"659",158.916064210461
"660",159.176764128017
"661",158.985841154061
"662",158.997365050009
"663",158.98069271439
"664",158.939580342188
"665",159.359580360107
"666",159.075185703543
"667",158.651630612055
"668",158.85158341791
"669",158.526994984687
"670",159.096875390593
"671",158.892116564663
"672",159.137300811153
"673",158.840180754859
"674",159.252727265918
"675",159.499803734015
"676",158.705835490687
"677",159.430483067232
"678",159.29930831505
"679",158.804553501973
"680",159.010300681788
"681",159.666946738524
"682",158.9097581744
"683",158.582229134194
"684",158.73406940148
"685",159.147536248364
"686",158.543710605233
"687",159.228950108735
"688",159.125582398129
"689",159.36090592756
"690",159.377164527959
"691",159.053029263407
"692",159.375174812457
"693",158.488549802559
"694",159.19970142633
"695",159.129033541989
"696",159.782447421907
"697",158.78968097222
"698",159.357326073588
"699",159.024225139695
"700",158.349297298233
"701",158.756086244682
"702",159.728323380322
"703",159.120934113482
"704",159.281542185871
"705",159.881195015601
"706",159.112499507555
"707",158.938927087577
"708",158.435000830464
"709",159.006450066046
"710",159.307155001328
"711",159.157792902735
"712",159.263936747032
"713",159.164956560866
"714",159.278076614313
"715",159.360632430292
"716",159.50853143455
"717",158.867297091848
"718",159.013967865476
"719",158.679555428575
"720",158.892566078357
"721",159.176108521825
"722",158.529497942854
"723",158.614749202676
"724",159.120466696025
"725",158.898710749901
"726",159.136390682688
"727",159.044685465653
"728",159.317980060357
"729",159.63710046922
"730",159.034031198974
"731",158.819234088581
"732",159.764471184309
"733",159.345679278623
"734",158.458477459802
"735",159.337128985291
"736",158.46997878305
"737",159.338970651542
"738",159.450319466395
"739",158.97319160414
"740",158.997268370049
"741",159.459041217607
"742",158.83434196514
"743",158.739264413954
"744",159.007109749682
"745",158.503953744744
"746",158.69012197805
"747",159.104918701165
"748",158.935813966722
"749",159.243575713631
"750",158.687818085973
"751",158.677252967249
"752",159.415919678509
"753",159.477643714149
"754",159.646038849142
"755",159.584847421019
"756",158.588384290616
"757",158.943959135948
"758",159.166146019084
"759",159.765388412426
"760",158.315758395881
"761",159.33900319541
"762",159.185881172593
"763",159.168749485421
"764",159.168133335827
"765",159.596213538056
"766",158.249060171073
"767",158.86184862938
"768",158.509047469452
"769",158.407674776602
"770",158.903023370454
"771",158.78207412992
"772",158.851100025143
"773",158.268928225955
"774",159.017554097363
"775",159.120567394648
"776",158.89302084736
"777",159.004912202563
"778",159.276704840914
"779",159.213304562796
"780",159.432803790005
"781",159.63699696125
"782",159.151550157409
"783",158.651189759156
"784",158.937738214198
"785",159.59145369777
"786",159.140588311052
"787",158.784455801935
"788",159.053268328988
"789",159.47401282275
"790",159.440073578313
"791",158.768739094696
"792",159.715009057574
"793",158.942548621699
"794",159.086664987982
"795",158.673144837861
"796",159.14071742335
"797",158.818414000712
"798",158.824069918034
"799",159.450005606092
"800",158.763363110766
"801",159.334714980841
"802",159.449272313609
"803",159.041521847426
"804",159.570826294266
"805",158.602447668264
"806",159.625779926517
"807",159.471209542702
"808",159.547004489924
"809",159.134666985362
"810",158.687470159708
"811",159.207296454087
"812",158.976259546592
"813",159.071462581671
"814",159.051798309701
"815",159.4218802238
"816",158.676724496111
"817",158.970644451483
"818",158.975512057258
"819",158.293392412734
"820",158.638465695893
"821",159.331329717762
"822",158.765035657834
"823",159.008963924971
"824",159.173856556326
"825",158.699386864156
"826",159.059903918088
"827",159.409988697428
"828",158.720048518298
"829",159.485276120991
"830",158.642780692752
"831",159.265958163211
"832",158.944665846692
"833",158.756949382321
"834",159.131300791367
"835",159.380597970882
"836",159.560983916068
"837",159.20441872619
"838",159.215902917057
"839",159.253677574604
"840",158.829755597427
"841",158.916942472642
"842",159.569818633682
"843",159.27505348929
"844",159.794920373114
"845",158.709275118119
"846",158.982375889939
"847",159.77219020479
"848",158.649615908047
"849",159.318134223657
"850",159.323603052261
"851",159.172519323418
"852",159.575514209619
"853",159.252856848883
"854",158.791245312021
"855",159.867920362451
"856",159.806058559804
"857",158.790307711894
"858",158.586594383261
"859",159.409011459864
"860",159.337055498663
"861",159.468397805013
"862",159.04231839254
"863",159.219466463411
"864",158.888048181302
"865",159.347185354494
"866",158.838374342604
"867",158.606046205397
"868",158.916454690031
"869",159.312874793684
"870",159.485042480799
"871",159.393018795466
"872",159.166755133541
"873",159.594147960958
"874",158.897280639098
"875",158.916112627279
"876",158.848176038076
"877",159.144829046461
"878",158.977706138427
"879",158.756273061603
"880",158.839542443466
"881",159.10745917531
"882",158.885186150107
"883",159.360280569892
"884",158.662739975554
"885",158.925597207406
"886",159.239030401021
"887",160.076547813083
"888",158.518026690902
"889",158.734210977897
"890",158.889665923786
"891",158.702645112324
"892",158.951967526248
"893",158.806087799011
"894",158.695580331733
"895",158.859463739672
"896",158.603097368474
"897",158.746781003497
"898",159.395357622754
"899",158.834477898299
"900",158.286736638967
"901",158.760061426059
"902",159.008091782192
"903",159.610745900285
"904",158.358787974856
"905",159.5501680313
"906",159.360959631202
"907",159.237103991278
"908",159.098221508109
"909",159.266763886179
"910",158.836230104056
"911",159.150498570498
"912",159.143171325235
"913",159.096583151553
"914",158.868435163229
"915",158.817988598361
"916",159.05318313288
"917",159.382753809519
"918",159.131534456638
"919",159.30261378148
"920",159.010648128712
"921",159.133113098915
"922",159.295494103476
"923",158.974914760628
"924",159.596643100212
"925",159.007538758083
"926",159.098414680351
"927",159.037950280272
"928",159.346290767659
"929",159.24059011268
"930",158.773957743659
"931",159.94035512022
"932",158.962569045549
"933",159.054334472566
"934",158.599989359081
"935",159.129567744551
"936",158.86532164959
"937",159.689956361274
"938",159.399220027285
"939",160.025229450497
"940",158.921041040555
"941",159.694320650027
"942",159.171494070281
"943",159.23720366663
"944",158.84874232339
"945",158.639394419509
"946",158.820247153703
"947",159.258531253907
"948",158.973961837954
"949",159.278942871362
"950",159.132974808797
"951",159.046647596477
"952",159.136743435667
"953",159.217989806195
"954",160.202040118345
"955",159.709324872415
"956",159.285006982258
"957",158.45839147993
"958",159.023155283082
"959",158.986228292958
"960",159.505947444103
"961",158.974356844115
"962",159.762790565413
"963",159.20315263594
"964",159.191970723105
"965",159.131383253457
"966",159.085426439547
"967",159.243315030065
"968",158.742382546564
"969",158.926036928787
"970",159.173271867821
"971",158.628744329987
"972",159.118776522057
"973",159.434516340161
"974",159.252082305988
"975",159.158249664355
"976",159.215223971187
"977",159.752935603913
"978",159.050652112737
"979",158.909109786438
"980",158.796619927649
"981",158.841826482349
"982",158.832663099333
"983",159.166992954653
"984",159.591109899399
"985",159.296385999841
"986",159.218241319376
"987",159.157594275682
"988",159.384455706385
"989",159.289529286967
"990",158.893910030361
"991",159.738983056357
"992",159.275001663637
"993",158.892868487776
"994",159.62781887391
"995",159.238247181933
"996",159.152139635681
"997",158.650975387849
"998",158.850314702315
"999",159.888207537977
"1000",158.863002143164
"1001",158.9340321255
"1002",159.532054964242
"1003",158.738850952154
"1004",158.979917117581
"1005",159.01685539695
"1006",158.42110811461
"1007",158.522378927089
"1008",159.080575954901
"1009",159.142162954894
"1010",159.258232487267
"1011",158.634670359803
"1012",159.079919380638
"1013",159.36473293345
"1014",159.324952934094
"1015",159.666860465351
"1016",159.913417185029
"1017",159.583326634138
"1018",158.715809631779
"1019",159.391328234942
"1020",159.177283264794
"1021",159.004390354134
"1022",159.325568758319
"1023",159.697006034133
"1024",158.83106507518
"1025",158.8681752202
"1026",159.12521890726
"1027",159.360734065442
"1028",158.795013403747
"1029",159.479952967792
"1030",159.246666422911
"1031",158.770798428693
"1032",159.137377917329
"1033",158.784056373854
"1034",159.680679360857
"1035",159.625543184271
"1036",158.995014500828
"1037",159.240923836381
"1038",158.785877136227
"1039",159.385219269429
"1040",158.499626885997
"1041",159.051620248704
"1042",159.213467247261
"1043",158.578187765588
"1044",159.341126393411
"1045",159.048946338769
"1046",158.655389393789
"1047",159.153140238807
"1048",158.544142393507
"1049",159.276860981386
"1050",158.950182995919
"1051",159.128889189639
"1052",159.223705466156
"1053",159.443882396169
"1054",159.063338898599
"1055",159.396272165808
"1056",158.935336659153
"1057",159.189446311414
"1058",159.249780920424
"1059",158.550299602639
"1060",159.721742996418
"1061",160.029309231763
"1062",159.410044867753
"1063",158.628799482877
"1064",158.666299060433
"1065",159.572666940297
"1066",159.13511736536
"1067",159.246712858897
"1068",158.527501335628
"1069",159.166745590293
"1070",158.723592980428
"1071",158.729021137272
"1072",159.666116957464
"1073",159.47363474151
"1074",159.386505990683
"1075",158.701010978734
"1076",159.012390246571
"1077",159.166324421646
"1078",159.487046937652
"1079",159.354679440841
"1080",159.191254367591
"1081",158.874250787841
"1082",159.08231042279
"1083",159.076968896378
"1084",158.658775338912
"1085",158.919528953512
"1086",159.330312786224
"1087",158.508686720837
"1088",159.146697258614
"1089",159.176592179642
"1090",158.499087519749
"1091",159.823536000902
"1092",159.285199900627
"1093",159.237314289336
"1094",158.951387137292
"1095",158.604970569907
"1096",159.589360192338
"1097",158.970980415909
"1098",159.316965142806
"1099",159.066741224567
"1100",159.593207313631
"1101",159.043769286337
"1102",159.157164606409
"1103",159.021221365841
"1104",159.36697215841
"1105",159.366488784339
"1106",158.820301465195
"1107",158.677090545602
"1108",158.458562768718
"1109",159.07205651104
"1110",158.40685467141
"1111",158.736083312407
"1112",159.264631283327
"1113",159.350485641526
"1114",159.284917129771
"1115",159.51436398715
"1116",159.304757270992
"1117",159.218098206432
"1118",158.676399606957
"1119",159.413088478122
"1120",159.509012695234
"1121",159.356925514479
"1122",159.442803628292
"1123",159.520127491649
"1124",158.694736828848
"1125",159.096087459057
"1126",159.115983479095
"1127",159.374456407967
"1128",158.945199152612
"1129",158.585059484356
"1130",159.231775933432
"1131",159.138460143035
"1132",158.730779148549
"1133",159.12089173118
"1134",158.879375762713
"1135",159.598107250405
"1136",159.087815236994
"1137",159.238783166855
"1138",159.789746989334
"1139",159.206157608638
"1140",159.615512171444
"1141",158.922766856329
"1142",158.635823641069
"1143",158.977923663023
"1144",159.478393922343
"1145",159.26178409946
"1146",159.197343537384
"1147",159.705925900486
"1148",159.19432631197
"1149",158.884905990479
"1150",158.895745205953
"1151",159.307289539964
"1152",159.161955232217
"1153",159.516709894492
"1154",158.515837936603
"1155",158.967654349785
"1156",159.201889660926
"1157",159.702269487301
"1158",159.32629900828
"1159",158.892861644028
"1160",158.894883716832
"1161",158.823378775485
"1162",159.320600711975
"1163",158.817455424449
"1164",159.075625539375
"1165",159.460100439661
"1166",158.846145307734
"1167",159.017997535391
"1168",158.968876714518
"1169",159.164837787238
"1170",159.113964428786
"1171",158.957693904105
"1172",159.929728585707
"1173",159.082981769544
"1174",158.700475238753
"1175",158.963785523535
"1176",159.194043042034
"1177",158.853790931798
"1178",159.103617952599
"1179",159.133726408833
"1180",158.687970488085
"1181",159.119172302312
"1182",159.250963599088
"1183",158.936311208349
"1184",159.44619733788
"1185",159.112503196827
"1186",158.594094765507
"1187",158.894577642313
"1188",158.50413965879
"1189",159.408108173202
"1190",158.466660208648
"1191",159.171348074654
"1192",159.245417980153
"1193",159.27051820547
"1194",158.721756984238
"1195",159.2329810707
"1196",159.100386523417
"1197",159.138403385764
"1198",159.14768394996
"1199",158.647029288703
"1200",159.096986599416
"1201",158.71613812435
"1202",159.149026469891
"1203",158.78770521543
"1204",158.615110224891
"1205",159.119287571393
"1206",159.553770209633
"1207",159.128723970302
"1208",158.74457701897
"1209",158.882487878966
"1210",159.125833733337
"1211",159.433502161902
"1212",158.991804311912
"1213",159.532915239948
"1214",159.813328821967
"1215",159.434215084094
"1216",159.26432516812
"1217",158.889504154449
"1218",158.88816565272
"1219",159.30361564816
"1220",158.954915340102
"1221",159.583147934231
"1222",159.483852370369
"1223",159.191558551932
"1224",159.108034741395
"1225",158.620064731026
"1226",158.985752341137
"1227",158.62861654443
"1228",159.062710654997
"1229",159.019823054883
"1230",159.361988764238
"1231",159.274753729219
"1232",158.926427438555
"1233",159.316097202499
"1234",159.276969395389
"1235",158.569670605821
"1236",159.637194243562
"1237",159.119016637256
"1238",158.91280563858
"1239",158.875208959171
"1240",159.286882247523
"1241",158.9797721433
"1242",158.783530358074
"1243",158.99522969531
"1244",159.020787501677
"1245",159.099483238927
"1246",158.873901164807
"1247",159.225259688953
"1248",159.020527958157
"1249",159.959269208123
"1250",158.837497642385
"1251",158.97343394991
"1252",159.207768373839
"1253",159.574611892323
"1254",159.240197392103
"1255",159.201052183568
"1256",158.906697812672
"1257",159.428558288857
"1258",158.949763741454
"1259",158.833571042904
"1260",159.596506405447
"1261",159.193290108738
"1262",158.967413472158
"1263",158.906712068199
"1264",159.14805221885
"1265",159.299731795895
"1266",158.264156444406
"1267",158.82242747378
"1268",159.349371614149
"1269",159.541119334725
"1270",159.362025914485
"1271",158.596959542905
"1272",159.237442241505
"1273",159.356349897867
"1274",158.978909163643
"1275",159.016435869534
"1276",158.757896518924
"1277",158.818715742297
"1278",159.311899304574
"1279",159.016982655339
"1280",159.068809205074
"1281",159.141717220414
"1282",159.051213391044
"1283",158.656380815599
"1284",159.219159770932
"1285",158.91586717712
"1286",158.860680420381
"1287",159.456299516636
"1288",159.347133082977
"1289",159.051147783351
"1290",158.843370291151
"1291",158.697355795374
"1292",158.841326930348
"1293",160.095907054388
"1294",158.893747431947
"1295",159.548817326887
"1296",159.213715381773
"1297",159.034625967232
"1298",159.609946200426
"1299",159.479622609434
"1300",159.12984502609
"1301",158.932656865103
"1302",159.101438835388
"1303",158.711521068857
"1304",159.527484104995
"1305",159.072025367469
"1306",159.529844841346
"1307",159.310848487338
"1308",159.293266820518
"1309",159.558724513089
"1310",159.248085250047
"1311",159.249365255326
"1312",159.254649666213
"1313",158.939049708875
"1314",159.319147038805
"1315",158.991489051256
"1316",158.986318307039
"1317",159.127225153484
"1318",159.119578854666
"1319",159.328548167177
"1320",159.049101985328
"1321",159.335381598692
"1322",158.824666125781
"1323",159.601251409994
"1324",159.238571220588
"1325",159.960352591222
"1326",158.966948724068
"1327",159.473823133608
"1328",158.887030814614
"1329",158.760902043975
"1330",158.836449120283
"1331",159.185409774567
"1332",158.881419048615
"1333",159.061051500085
"1334",158.956403125919
"1335",158.724046974128
"1336",158.895438422319
"1337",159.169751986099
"1338",158.847933294258
"1339",158.996573814707
"1340",160.276688886893
"1341",158.683196680158
"1342",159.084419622047
"1343",159.029603734338
"1344",158.6854783195
"1345",159.63945798153
"1346",159.009204935627
"1347",159.668681152944
"1348",159.260736873727
"1349",158.420767676466
"1350",159.026698169341
"1351",159.009943875994
"1352",159.000616962231
"1353",159.171014257358
"1354",159.089396557846
"1355",158.453223905357
"1356",158.73116200286
"1357",159.000848301563
"1358",159.08960148286
"1359",159.19021290762
"1360",158.609261188897
"1361",158.975986864116
"1362",159.180183732894
