"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46"
"11",149.53663207679,130.93537513841,135.120920490511,148.168661893865,142.524073281951,141.061321551874,150.510410144652,145.286244542712,141.01099584697,149.353080008527,147.541891279046,151.497774740759,146.325705737731,149.561576542091,148.56849777021,154.488589371659,149.984832956845,153.93766728676,148.418531667071,156.283687308016,162.683828901746,162.496055917895,163.186291387765,157.941951721728,157.340851197284,157.994210359123,165.514956780233,159.039873741907,162.636808589379,177.45238489325,164.695824707838,156.607006360661,173.34264333744,166.094389316545,169.189706319763,169.396691036908,165.953959817057,164.208560987426,163.933338656345,160.019225380538,167.75014578687,175.533273753853,174.327220612056,168.825376970034,178.977322187463,187.738365271999
"12",150.495825035898,133.222542653882,137.336608025853,137.564465878363,146.568291192867,141.261518431602,139.597078639029,146.195477948019,142.723399692065,144.237920506138,149.910775720326,151.246194895304,148.569558759423,148.583875993947,143.677022943685,146.48524089263,152.278349665978,150.003739090169,158.816834603933,154.124747639897,158.694102254585,148.464432672596,156.916931683769,158.909762968711,149.126343075981,157.721156934572,154.742303366992,161.884031812653,165.014772752007,156.06323075582,157.910201501446,167.433622952946,162.572219429067,169.98292712684,164.78815347688,165.451076639904,163.034343171696,177.976176292395,167.608489546036,176.659452655354,170.602481228571,175.418837079694,175.586142772722,179.744358706268,166.911326647907,174.529255656515
"13",137.171202674165,142.75008934234,139.69688144042,145.464379751361,136.210124286995,139.880672693234,146.159047312641,148.003103685338,132.25856110931,148.32197785318,150.098821679862,146.580674216605,157.205698010732,149.26685732152,143.317672227994,149.818914481275,155.8820878624,150.93188936581,158.437771294131,153.499868200942,164.157593449089,159.403823319386,153.281320331305,163.828123959538,164.183896979927,171.546683143741,150.257562154104,165.54984939477,163.523189210942,168.531431280545,161.770227800739,165.23058455257,164.936540786604,163.976510362829,171.620965671073,176.566712185641,161.754586474009,172.352861898901,160.587649393088,164.067118034877,174.924829464664,166.064560209374,177.380427249144,180.990429312316,171.715253847334,166.966887931405
"14",132.497644032635,130.380537437778,141.386402438749,130.90194211874,139.824529772198,146.705991557566,142.672353977925,139.462242398244,138.268819833155,152.029074557167,141.686600269702,148.165587030212,145.288035422079,135.910808893918,141.148313543462,148.745808268131,154.12793865578,142.420825995144,157.541502944565,152.702211233132,152.976952872064,158.040411763822,147.282479842373,156.695981225392,154.640486350721,165.061519563145,164.964129077082,154.325088382597,169.813058849755,163.6385037319,165.423062593921,169.646908778627,167.671786765304,162.368664564436,163.289792713481,160.706564810919,167.773183260049,167.23626507151,178.373676980961,172.864974593365,173.350227810929,185.628826198628,168.461295740098,176.72051228017,177.10848288345,174.507626134108
"15",129.784428755379,136.414143989189,139.338152440873,139.58794286574,141.304886396653,139.549952880424,134.146636240164,145.313005362675,136.359844834506,148.759965651815,147.5985843395,152.304034623901,149.691475259816,147.423995496082,144.234245337141,140.408230047069,155.413060446427,153.785546514271,152.181139514963,150.904599711382,156.238955298623,160.51639042357,157.132139477982,154.958030146909,158.325535646427,160.013828960266,165.251881599065,165.277625980107,167.146720575327,158.707870351293,164.672075351008,166.030214199562,162.158031659953,175.30425545495,159.966044665071,162.104477487355,163.638417094543,174.132957434468,174.198730984156,168.093828128303,177.713978194756,169.832985903967,185.026533968953,175.876103128064,180.046816729937,173.953192402608
"16",139.505521005513,143.082276007803,137.009392154708,140.141464073718,139.996535463318,131.957078117807,135.067167812064,148.434646350985,146.445297707825,150.936750910607,141.165664243278,146.753343194413,147.569534048387,147.25532249782,150.171420132104,153.416821598618,154.897523183865,153.120451421525,149.042834014735,159.956879968549,146.504245195247,159.398449924561,158.979966442319,153.759693563409,156.721773566592,156.858318052486,161.282865579337,157.69149486828,159.761697249984,167.589491678558,170.676717637363,156.95368742675,166.42354449385,168.617676548896,170.328106888241,170.711414966031,156.571098691912,177.842721388468,166.413401130343,162.958318578703,172.627441397586,169.993600817661,182.934503614787,173.091556565433,174.346691414292,172.268005605282
"17",138.588901905044,131.969282800877,141.903320207103,144.718630544017,149.364717522374,145.950274392758,149.040371549061,134.524323337069,143.005132586735,155.63632859107,143.799981988577,138.139217194426,138.737440583325,147.398122440529,148.607803534662,145.706127253693,159.04123823371,147.159443778328,151.607378273148,144.416838572134,146.666098029179,160.534709364524,158.564918735749,164.248820441101,152.084007801084,157.972504163604,156.602526906957,163.71318495198,151.711464521643,164.29400990798,164.82806457641,168.42346198207,166.023719540173,167.41808549205,165.13676404596,168.941454488486,165.413105429239,160.408594289964,174.353356125407,163.47266498669,167.109657564483,168.470136973989,169.44625656506,177.017048639313,170.973319145678,177.464680227589
"18",131.160864329255,141.350509748851,136.112291685657,144.621433308653,139.839503877622,143.316846763517,142.547456037901,149.215165642825,138.076924709242,145.24589982142,137.461999349706,143.05406497282,150.104264117281,138.308971847339,151.73426866111,144.066730018099,147.605986760839,157.754083126533,148.610374746693,159.76504512125,148.881555440099,149.140037424228,155.746431119505,166.494770325685,168.690647013578,160.950275317106,163.441344161375,156.685030229443,159.673496580952,162.998724596615,156.849294033686,172.263863785511,161.286911574652,168.241482035109,170.005990685645,163.069623360404,172.786902452837,159.951951680504,176.692345430414,173.001295461608,170.22344902989,170.094066481976,172.75851286115,177.630804195041,177.411634340575,167.350182743735
"19",131.683379323036,137.246701947492,147.919635931985,140.649229326698,134.944044538862,141.936372665512,130.295622843061,153.235063179116,142.720914894175,139.870780772866,146.105313927382,150.314658107312,146.883857302257,149.562956465181,147.599368983795,144.901542534407,148.391830535339,145.816120169767,159.374924384248,154.62616338448,150.036885839476,164.388075521506,149.92603207854,155.219718735569,167.542805200128,166.817926078252,159.175026636577,163.824636755852,165.195737167367,160.382321458138,153.369779961727,162.340569867716,157.218562782813,174.098948408956,169.538016342569,167.398244646744,179.700817549058,170.101900605699,170.080828761377,179.044263428077,163.559035054546,170.463705147566,172.886473431476,171.863753344905,184.066579828303,173.006268929474
"20",135.435407215452,137.073574422022,135.922224289785,142.449662422315,139.206433287378,143.734745492207,147.046593255477,135.937872906943,140.959890496445,147.670410236713,143.455859640938,144.98265000352,156.230767351157,155.542451381441,145.819628756836,148.186777070896,150.598471199639,150.743035328362,151.901283188865,149.183337541872,152.670636233512,157.299822270412,162.950671483204,162.893735305551,154.070295553312,159.035982531654,155.885050798319,152.354819477505,167.443217806616,168.044375132822,161.780520758972,162.81359172521,169.95264435626,167.140119113143,170.226674119716,175.996994893529,172.784474076973,169.342892741894,165.226163047869,179.713632345459,171.193030001775,172.555401372385,165.84718897151,174.638726743759,184.067757574972,177.385213009142
"21",139.099962032802,143.151849439559,141.267494291433,136.09914072315,138.724008736272,141.554888035728,142.669766495342,141.054319576464,143.211565217668,143.885872867566,145.699206650689,151.938897800846,148.179896121661,143.883109276918,150.133797577304,152.003650100297,153.384573819448,148.647358476346,154.462568422333,147.021004368949,159.015546442806,149.756339075515,157.401972662114,159.422068678297,149.150358971502,160.145951119585,156.508791443877,153.178191981434,160.020666221888,165.952393542796,164.418469570603,157.322600998203,164.676279600253,152.895864483953,171.596283381713,168.045346296971,171.458800657159,166.385178984684,171.108399488732,176.173260386063,172.707438088517,170.529907741369,178.567347610372,174.288638290888,175.078057762368,176.101241927476
"22",126.512973690486,132.614759353252,129.546275736424,144.197432497207,144.351122503485,128.670707173951,135.506995707944,146.971930135594,152.520760983784,140.232332113744,147.209643396986,140.648341679677,145.353241459259,146.515419262802,157.329121523251,147.210629669626,152.621900938432,149.778287042221,145.878508175334,160.439045576988,149.955281044579,169.24770425069,152.962738441136,165.14919831105,160.461596413822,151.703108049698,161.332442974389,164.742076676161,172.912241368489,164.114465823233,173.920812779676,166.818875017263,162.566548103654,164.978059418057,162.990806750054,172.538863762122,172.899799866429,173.406287947118,167.187630800181,164.905601863257,165.282026530244,169.419099401326,181.224297707292,180.077968199341,184.914317394309,171.934626060454
"23",137.099784762785,135.400010671612,137.046910222013,137.638800934667,140.333243188749,132.208090092292,139.730104513751,141.20097313081,140.167985749203,141.538501615302,145.380569258943,157.355813392671,148.35354670183,149.702918208562,151.707498756969,145.494196430655,157.241952617674,153.687848033698,149.44186174718,153.082921535503,152.476871940986,156.351392885863,159.502055972915,149.027515297639,159.99103601656,166.09069758665,161.905104560209,157.270745690019,162.822241065911,158.974240035753,162.2771281965,163.11220034365,163.829554686448,166.776750030432,168.786567405662,163.908417112573,167.728901415426,167.419216198675,178.224728497467,174.600561741285,177.426605314363,175.519124025239,170.461024797044,177.102890414635,181.7868567169,179.776740425143
"24",126.700642715804,135.089585418242,145.334768941823,133.790428860764,148.987582848576,148.138090355015,149.316604893475,142.74813158561,146.351012529264,147.847925337576,146.919227436611,149.31544248202,145.237790231605,146.796733347476,150.66225311321,150.819514258739,153.810319451662,148.408772547725,148.709006749391,153.567228231574,149.146727560148,161.340538509829,149.994365637106,150.492174481227,161.608064046908,154.763385800493,158.774627789274,153.567072435507,162.705528598884,163.121829103084,158.013695783267,163.320692482248,162.50767297016,169.629611822481,164.657889886695,170.36870739621,169.944732572263,173.665870072891,173.329454521913,172.012144843389,179.197281738884,170.231117122066,174.947317365183,176.202275087411,177.045842669909,171.618536963466
"25",135.107807421273,137.918545818566,131.114845079156,134.123724654553,150.403937389628,145.629049532468,137.625985631873,148.844897708867,135.049248511361,141.498163218032,142.958953708377,138.054528112928,149.443866544036,141.426585822409,156.546751322909,146.917152961781,144.503004168779,149.259549075383,152.98945883182,149.342857227042,154.29269050193,167.811601551526,155.364858372164,155.600270613311,150.548102000852,161.639186653671,155.888771969614,167.050033351319,162.758836246783,163.245261600113,157.011063258681,157.980663218753,159.323610253003,157.000228398574,159.409914278403,169.890708433397,171.510852065477,167.154539809343,170.754186248499,168.962484445741,171.736124302714,177.50898540696,168.403262118666,176.816759447297,176.398429605774,178.67621546738
"26",136.329301351348,138.639173311224,143.167657332685,140.407571826246,140.718831225534,143.579654554767,145.484057253272,141.86102287141,151.113323650963,147.34546461385,135.738393342294,144.431502012043,151.21590640888,140.180003547226,140.618164919186,149.349222245638,147.464632948471,147.044433368915,156.282826655388,150.654231153069,148.632454900758,152.08221575303,154.283446006462,165.253890478229,161.113724356202,160.131375762933,154.499272582226,160.155574073949,167.528743916711,159.681639606093,157.547871783389,164.517401452932,167.414188336323,168.805928853298,174.021452714535,170.94103390205,170.749332044114,167.180894294567,163.017589628146,171.71794804305,171.73247073155,174.873722899682,170.451735257749,178.48167163077,169.271993239657,177.013496574792
"27",135.507097731152,137.401296276203,143.901683821945,137.894563839805,138.663561370582,132.47191879263,139.133665677042,156.625696221208,136.491548910233,147.653725094118,148.411610904291,143.677595095747,151.387570741633,150.010347359888,144.004631407853,149.872290758606,144.921103429975,154.433980122086,152.24683761111,151.537433362407,153.597789140446,160.37180854747,162.087786064593,153.710949410177,155.827694858689,164.356968446091,161.741135546619,166.514854900871,157.935212299498,162.573550085586,157.425022477896,158.833012334344,161.482545613431,172.317121446809,167.397394662922,167.087317105237,162.87819115981,176.073256554894,171.462242925517,176.240165304997,179.785144284059,171.099231252721,175.840295657219,170.218713580349,176.502975665981,185.314833234636
"28",134.54101606171,143.954612413006,139.801601100548,138.248850301287,140.092458644808,139.416494962456,134.545131292286,144.872574253775,146.014854130824,144.625798620799,143.899682629484,151.416395290156,142.442837053903,151.754804134927,147.491660207384,157.747592674228,157.045003266188,156.886650300214,159.740969370034,142.901770317768,152.699671604631,158.573661069714,156.642096170446,160.142732433059,153.5221533749,165.075780641813,158.523688200247,153.576726572563,157.986879899376,167.638222907308,156.3669179329,160.421586074457,159.647568391297,160.611857012639,170.324097842286,161.708652532724,170.826835475767,164.805009442966,169.695734777711,169.733526122512,169.398778198805,167.353859444564,168.618249456425,172.525650323686,176.252912264297,180.709895101371
"29",135.712273051323,132.371518920736,136.795173075454,140.716812498766,143.555653240413,143.958074400924,147.425161385924,142.199934165742,143.41997875567,148.986949802318,142.207250444435,160.593308857628,142.046655515946,157.476701785092,149.904371952117,147.966690513795,151.854996498432,155.225260499116,155.031108083862,144.82683937094,162.595735732748,153.738574492906,163.163098582675,160.566365835186,152.715067956864,160.42624041916,156.037135706513,156.02487441058,164.035491143149,161.377897372276,167.398494755066,168.987980067408,163.295111808963,159.184347564382,166.648944378572,170.522586274832,171.082055914113,167.530874838461,161.243045355087,175.396165822344,168.971281846849,163.21383208893,168.694925507736,170.122072232951,178.935343345018,180.958136106777
"30",146.199915553494,135.720193968568,139.710924828831,133.405735124086,140.164061471744,146.724313380622,147.069778067854,144.967848179982,141.218928690284,136.860703543958,145.073330349165,151.712389846073,143.446553066264,147.683821058565,150.274803902108,144.381791393305,155.551714532872,144.589796434121,152.326100027147,154.451182879137,159.062810531864,160.830389633105,152.317652572425,163.806623223568,145.196529931756,156.639064694267,165.597999299274,155.401251880521,157.309964422481,159.669957542405,157.428108672676,166.149975533402,166.291470872939,159.657060063758,160.173029799284,173.749867262112,168.177793185766,170.371038107015,169.236010991007,175.653585060293,178.145294035799,168.832456829222,174.339898037957,176.207711865588,173.205801634612,180.323704016043
"31",130.660345707929,139.590230252835,143.148621637826,141.191220190136,149.315619431006,144.36560522365,137.542739215952,136.008752412001,139.109200582071,147.871212066563,151.332528576819,146.21265360698,152.475028577859,150.90490325892,148.194254989404,146.683132344584,154.119489300691,147.014030760107,157.895334427433,152.502377437754,146.985832013958,157.286764657679,156.340968295126,169.203049632217,149.675029300735,162.824160587066,162.717899511888,150.861442843721,171.187680453596,159.664688391338,167.535816832262,162.359667178432,164.627409471883,169.267731706647,172.759461340281,173.267552453793,172.30308614804,178.276146602418,179.253004545538,175.118265477571,184.364584261937,167.530147325663,176.701911281517,168.600985611144,180.647153261223,181.458311138803
"32",126.812694987617,134.658191908691,133.898110353512,135.420233692563,147.597540769148,148.912530923761,141.948555509935,150.144677105461,142.075799121819,137.563418925539,154.201892489226,148.083963362598,154.467174489005,149.665077693526,147.829981185598,160.746329309666,154.766372283351,148.959009872098,159.031735674261,155.67036279513,158.412762128386,152.880972927544,146.011183659408,163.280814151345,159.343527725918,162.756292051912,154.473022833181,163.709624834586,164.521191147448,169.682275958447,168.81360216134,173.048444534703,170.228879579926,162.067721384898,172.004190738874,163.595514015035,162.698923407185,167.225671555785,165.429540876776,173.770162412023,168.765672348967,170.166276950203,177.503035371698,174.925140266847,176.617314614647,170.932192430392
"33",130.054041580362,140.106719824664,130.91442267326,128.056281705881,140.81129056497,139.896214258164,128.964068255353,151.109425279198,146.669098331274,138.035116796059,152.241161565834,147.245336698119,152.167058198097,154.60017172526,146.721553519302,149.214082410711,148.700641992061,156.441807996942,154.332992737901,156.869796190714,150.874243398805,145.822278798594,160.301373126343,155.892179616418,164.181853277314,157.894968535874,155.91113078273,164.63692589234,161.858346981179,172.183731070492,164.661240513099,161.407560993041,165.798959467323,175.625901332267,166.97414902292,163.289363388095,171.3931445818,170.405811972043,175.131692939175,168.898904855397,177.528716458807,174.513406635577,179.911451105169,172.256492889607,179.369745411113,186.114106585322
"34",135.89284499834,129.552032358761,144.378088459684,143.816135802907,136.804796529876,144.627087859061,144.152823219224,145.237917306981,142.43130463318,148.910844531764,142.106475011453,141.779863999043,148.535966684235,157.470217444541,147.206594208756,152.25586974998,152.307315410763,157.485583423464,156.372506063995,160.271598285394,148.046502092364,153.11312447712,155.327301498588,161.364719049821,161.36915718478,156.485058009921,151.187361520585,156.3865620378,160.681739261302,160.327673543077,163.319025494099,157.626264416246,163.366636702015,170.38619236548,172.0973424843,162.344817898474,170.626521630887,172.451416520037,164.025417480728,175.289792801296,173.458864480459,178.749651436601,167.31826102547,180.152008784384,178.479030975172,166.66171352417
"35",138.90425820461,142.336938539822,136.750256441762,137.8087148256,145.698963232858,138.815952442346,144.632914178576,146.852035663606,143.158979073489,148.114166678174,147.886452770661,141.221784645915,139.270175346375,149.611927224519,153.716338273281,151.842774193402,147.224364814875,143.898595451116,154.534664837269,162.416845742264,157.636644168099,153.458694866832,161.008328976239,161.717057816518,154.719782458416,173.545851751974,154.796587200406,153.448170269105,152.929398806551,155.587031127771,166.432660260466,168.164358121806,171.222534690698,165.567994050188,168.570845161961,163.216512253649,160.527571685296,166.92394137601,180.745562990695,173.136284959804,172.150651324384,159.988403261981,174.815980496218,170.137683456938,178.882987490949,177.617227385092
"36",135.603973811496,129.410742356649,130.182317694348,130.122323357831,136.113715437325,148.60750688112,146.192803742862,143.519751666767,143.698989906028,138.675520787042,152.758406074007,147.452561218644,146.472142498463,149.40188338385,146.729209797903,148.94221716125,154.85841734264,156.22730570607,154.702877009277,144.350426499335,147.435164101955,151.468070619898,147.767376716063,153.446249938074,155.300767017989,165.382565052066,163.672695375583,158.282063442601,158.711667849153,164.134793599184,169.431772400727,169.745503861197,167.789883955598,161.65304173239,169.471523683133,169.028818560624,166.061376680128,182.851988581266,175.680009177754,169.982178952429,169.258152587303,171.570242534707,167.599879775768,192.798278269612,175.242338830101,177.429147962714
"37",143.080864368136,140.431632270973,140.853537672264,144.149971778679,137.704112659268,146.01832824659,141.613327814544,132.26406295435,134.524168743451,142.414247469636,147.542517347755,147.4509297479,144.370787802463,151.042853235664,137.275175522012,161.320582392638,158.768687878165,150.989169600125,153.917123944982,155.256359248626,152.034497503558,151.334499339714,153.834923996959,153.757929767345,154.87445154452,163.296486062403,157.362734065383,165.939717007774,156.33034821186,156.81055597621,160.768888374443,162.813539277909,164.608283712899,163.404300231213,164.354010964119,166.157257204719,165.030000741406,164.561849089297,167.051129844573,176.044887054182,172.495464058355,181.754317247665,166.355593598615,179.921545230938,178.615597453396,181.592392053793
"38",137.987580681551,139.812012472561,140.245195010498,141.792409549499,136.549826360954,146.700435650979,135.715183013695,135.790145111945,137.868460847668,141.464902474051,140.39836704247,146.871169673593,157.690424990293,145.230489457722,152.291829547686,156.00425413627,156.841840993681,155.506226163601,152.14866424923,152.790466354027,163.707825461159,150.91401493888,157.375348111338,158.898850534662,163.058586786934,160.446311231908,163.427716877918,161.423790006548,159.898823815136,158.974722807092,175.269230632651,163.304872080715,163.992402192651,177.237248112802,170.804032067134,161.080872205483,170.938946448151,170.254561957058,178.525864275451,165.825568433933,168.349490264648,168.847045031784,171.432699463244,178.602794231938,172.729590621738,166.739574952531
"39",138.436221124418,133.516929822214,136.407753212836,145.676845911868,140.789520214993,138.584848616683,150.558748765974,135.877416856186,140.484521746316,147.796926271604,154.716943304379,147.831285383406,147.897777575609,156.211104447401,156.5941327158,147.303864185131,148.753486209513,152.107905163278,157.292241644672,146.12461259696,159.654758190032,155.847735733113,160.286870161738,164.29684055399,158.910666822173,148.65757259399,159.557261704921,160.110081172121,168.781172151022,163.668602410893,162.822276138732,171.374035172535,162.455510589458,167.822835936537,165.503280869468,168.761661542925,179.714122301588,181.543614793048,181.710307784062,171.07623775404,171.031710742694,172.081880499493,171.658041934174,175.846580360012,174.773845936671,173.582460976886
"40",140.011297032901,150.538546030898,134.470027411725,138.921502733858,128.551197931799,142.856575986025,141.797993943342,142.699192921105,147.127565691514,141.905485250791,146.847216268528,150.003850153822,143.70048436162,151.046976766591,150.691365152233,148.454094509701,151.289048801166,157.04203452797,164.64004443042,155.403456731316,157.50964720875,166.077618913881,151.997138753257,161.146198146885,154.476106448113,167.177962593267,163.443890027132,160.42190697364,163.369993699354,160.902877227172,160.780521761916,156.919210727383,163.019600258673,163.221245246092,167.72619111076,170.768405577879,168.536708798107,174.333926691028,171.299523389303,170.898664522068,180.721878697217,181.316825299271,170.749347475117,182.478220292474,176.512956077618,168.473410413675
"41",134.901401095388,132.321453885974,135.858116277328,142.181002969202,144.33474148796,138.72538572312,138.570322401652,140.32228482259,143.841055744116,136.144018805172,151.341091635998,143.560268860943,146.774722369817,147.100893800893,139.307415351136,154.1681239318,154.887212837271,150.303786744402,150.98499439384,152.39067119302,149.197095197494,155.486930641102,158.104781828524,159.521384055979,157.058980275557,162.543221326764,159.521483358484,154.32008123459,165.106576438835,163.393773421115,162.419730005876,172.000760827867,173.460588391887,165.310704915191,159.585672611337,171.985945362143,161.317635558721,171.295284654828,164.031828616728,170.436293343304,176.980732442931,171.235395558916,167.507214655911,167.298028920968,181.046717519575,186.835774118203
"42",138.365677948703,140.311392134743,146.563834230564,138.506343159287,142.041070180145,147.997572476187,136.561227206641,139.213449308342,143.218496240337,154.564033172387,141.880810573662,143.31202142704,153.12765554157,142.964334127599,144.633176793375,156.891185875919,141.646475239399,154.069597804178,145.080060317827,166.882405322919,155.216542481256,153.937973084792,157.160898257617,153.551036399565,160.253618747283,152.014971097914,157.895843823354,161.289878489298,164.395378786397,160.245612136394,161.385045406725,166.823723325672,157.760894572174,161.259118829021,166.540497252831,174.692018763708,169.950276997513,162.942910336118,175.090421621084,173.560187864213,185.507988378784,168.860395074023,172.456929219357,173.778343227717,170.810775672427,179.874642252985
